frame,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16
155,1444.8075,496.8711,1442.6743,481.48526,1438.767,488.42004,1402.9766,453.00452,1410.2479,474.7066,1337.4133,470.63864,1357.3988,532.9784,1403.4872,520.3603,1372.8701,657.5887,1535.2684,580.7697,1457.7327,638.16113,1146.6433,636.72363,1194.0872,661.91693,1089.6669,723.7498,1330.5369,787.5692,896.31226,858.6132,1281.2933,943.0913
156,1445.3518,500.79395,1440.6534,484.2854,1440.6576,490.7797,1392.0061,452.9684,1410.8185,475.02625,1329.6677,473.02463,1357.0829,529.3694,1396.4312,539.3273,1368.6738,661.8176,1518.542,605.37683,1454.3168,636.2505,1138.7944,636.192,1192.534,655.17926,1090.277,742.06714,1335.8489,786.9857,895.1431,868.999,1283.2407,924.39935
157,1444.0992,500.48972,1437.6359,483.36615,1439.1694,489.97983,1390.9915,454.93066,1410.5364,477.93506,1346.2869,472.06668,1353.3087,535.7842,1421.8907,516.7167,1369.4176,669.94836,1533.5374,582.56805,1452.635,643.3057,1154.9985,649.3769,1182.5787,667.46967,1138.0155,759.8359,1295.0969,787.0425,976.41125,896.86707,1218.4666,914.62573
158,1445.1993,498.5114,1437.9281,480.28372,1437.3882,487.68027,1396.214,456.2204,1404.6562,480.60278,1358.9795,472.50842,1346.8059,539.79004,1423.6351,513.7902,1376.4525,672.93176,1534.2946,570.8029,1457.828,649.5188,1177.1477,660.7963,1166.6863,680.6414,1206.691,757.0889,1187.9766,788.4254,1091.827,895.41254,1038.0524,916.05194
159,1446.9146,498.99042,1438.2311,481.40405,1442.3113,488.8202,1387.7567,453.54044,1411.1903,478.187,1348.7235,468.79507,1348.8805,538.30066,1435.0062,507.9778,1372.0709,672.5131,1538.9661,582.77454,1460.432,644.10333,1154.1245,654.093,1176.0891,673.7668,1135.0583,758.8373,1282.3126,786.3229,981.91754,899.44666,1204.9259,911.13995
160,1445.8737,498.81348,1437.3446,479.66357,1441.5326,487.3117,1393.6311,452.01645,1413.2175,477.3445,1368.2601,461.63913,1347.2454,535.26416,1447.9862,496.61667,1367.5525,673.1478,1544.955,578.49243,1453.9025,646.9189,1176.5608,656.3409,1159.886,676.21454,1213.5066,757.7364,1178.8474,787.9895,1101.8455,899.7211,1020.5223,913.99274
161,1441.4474,497.36172,1434.4889,477.36542,1433.5948,484.28027,1399.6165,452.21478,1400.0752,474.92398,1377.0541,467.85648,1336.2664,531.94354,1437.9208,507.03876,1379.8646,659.0431,1538.9132,574.3167,1466.5898,653.8986,1208.5219,657.3887,1155.1995,675.0145,1305.2351,764.2035,1086.6532,789.6233,1263.375,897.2827,874.4286,909.5426
162,1436.6338,490.94397,1431.0162,470.94525,1426.4666,477.26752,1400.4924,448.45306,1390.4083,469.75098,1378.0033,471.51865,1331.8359,529.4393,1433.9594,513.8093,1381.7544,654.1752,1535.8145,576.4607,1469.2123,653.3298,1213.9635,654.3745,1156.1184,669.08136,1312.0547,771.0301,1081.4252,790.2483,1270.0929,901.5258,864.70703,907.0631
163,1433.5933,488.21768,1426.507,468.96783,1425.858,475.2693,1387.5533,446.48276,1393.7125,468.31277,1358.1907,464.33405,1337.0083,528.46216,1414.685,504.31204,1380.4172,657.9998,1525.8022,571.1788,1456.979,646.46564,1196.3999,650.6156,1159.5521,668.4789,1291.0723,764.2172,1110.5415,786.77606,1237.6926,897.28625,909.31537,905.8068
164,1442.6683,484.16693,1432.719,461.4931,1432.2268,471.3285,1388.78,435.04596,1394.8319,465.4285,1353.6709,460.60138,1336.192,521.1921,1378.8892,524.1353,1361.4651,657.00146,1489.8431,575.4466,1435.8398,648.7591,1199.123,645.35236,1161.3145,663.115,1304.4657,764.9636,1103.9451,785.38696,1274.4229,898.5621,892.9525,904.00916
165,1435.622,472.2075,1429.2756,449.7973,1424.0537,458.84335,1390.3103,427.04974,1388.9828,455.56952,1345.2661,462.4446,1339.1102,515.4428,1364.4448,546.23676,1364.6923,660.44763,1486.687,590.6274,1441.7087,648.60114,1182.9692,655.73285,1154.7725,671.98425,1284.0125,753.5746,1120.936,780.3789,1227.9558,892.17975,911.2817,914.3141
166,1438.8689,465.4085,1432.6144,447.73965,1429.3397,456.77567,1384.2737,421.76517,1399.3285,452.8787,1319.2412,456.48715,1351.5227,513.30725,1316.6293,524.5273,1343.3406,644.5529,1415.921,566.1904,1406.6733,638.6847,1147.1882,644.8097,1195.6954,664.59064,1108.7216,749.44775,1321.6178,783.73755,946.46466,887.0538,1270.1453,926.1792
167,1437.0973,460.44528,1426.1034,437.3502,1425.7701,447.78308,1378.678,415.04984,1388.1344,447.87497,1335.8641,452.43073,1332.7772,505.1458,1330.9883,539.7342,1343.1461,645.85565,1430.2783,580.6091,1415.6812,643.8022,1191.0831,642.46545,1160.808,658.8671,1309.2168,765.59344,1114.3478,787.9604,1275.6924,900.64764,889.1567,914.22644
168,1440.8728,457.1565,1429.9755,433.1641,1426.7307,442.34637,1385.5917,406.72424,1381.5393,436.70947,1342.648,449.52707,1327.5627,490.84634,1329.6554,559.0668,1342.9922,637.9947,1417.5609,603.9644,1410.4271,642.54974,1203.674,636.5615,1165.1886,648.0963,1322.3613,764.31006,1119.9749,776.01807,1288.8303,911.8508,895.87854,910.8522
169,1442.46,459.0274,1430.1576,439.4869,1434.5758,444.96332,1384.4731,415.66196,1396.6821,436.96097,1363.2426,443.79376,1322.9657,486.18854,1400.7386,524.76855,1337.8735,619.80005,1494.9728,581.6269,1426.1748,618.2837,1208.933,630.6796,1160.126,641.7792,1322.9202,743.4386,1141.901,753.93774,1270.6273,901.1922,928.23395,893.6865
170,1420.2189,425.34204,1415.5009,405.23154,1409.5984,411.3434,1379.9833,391.1185,1373.6512,412.68292,1342.3325,440.78174,1313.2643,478.3885,1352.6279,539.1939,1324.5035,626.09344,1460.6602,575.0959,1407.8899,629.28,1195.0267,639.1744,1154.3157,650.5437,1298.9432,735.8976,1143.2156,750.3977,1255.0662,892.5288,963.4365,900.38
171,1418.55,424.61517,1416.1234,405.11118,1405.6091,408.39258,1390.5024,388.57022,1366.2762,404.05457,1356.516,438.42804,1304.4108,466.93307,1344.951,532.9336,1318.051,610.6202,1424.6742,577.70526,1388.2328,630.0915,1207.8339,630.7839,1148.9557,635.5838,1330.7621,749.6638,1127.8572,746.03064,1269.0261,900.85803,925.7344,890.4991
172,1416.1747,406.3724,1413.8505,387.5701,1404.7875,391.95996,1384.8893,381.17468,1363.357,396.38654,1342.9565,438.90857,1300.7448,465.9474,1345.3129,536.95245,1295.1244,601.02216,1423.1638,579.38135,1368.5713,635.90094,1208.3353,630.7103,1153.7262,640.65765,1317.1202,753.4301,1112.517,783.362,1266.5835,867.8824,902.5478,907.47107
173,1407.6064,390.34433,1403.0596,377.2434,1398.03,379.44177,1362.2401,372.2928,1363.376,385.2431,1314.6553,438.80072,1300.6483,460.2955,1337.5814,537.5574,1274.7305,596.15015,1427.499,593.03046,1350.9246,626.9882,1152.5515,629.5506,1176.8584,634.78015,1113.4948,757.1303,1327.6431,766.9215,923.487,910.0651,1269.1946,917.84235
174,1385.9182,392.31775,1382.271,373.34006,1375.0664,377.81967,1353.4124,367.98233,1338.0037,383.12854,1316.1368,431.23737,1283.33,452.11185,1321.7976,538.8823,1272.6139,584.8453,1396.432,591.8255,1323.9039,628.32916,1197.2423,631.97723,1148.4524,639.72107,1313.8173,749.8633,1105.9895,777.1866,1277.2283,881.16547,894.94775,917.4361
175,1401.9459,380.0206,1394.8601,362.64194,1392.0985,367.70517,1347.1166,357.81573,1352.2485,377.24707,1298.391,422.92093,1292.9968,443.79248,1284.8262,536.79675,1253.2969,576.49725,1365.95,601.8825,1317.0692,626.09717,1164.5522,629.78784,1155.7993,635.3716,1218.2656,753.65,1194.8433,767.1213,1115.3589,891.9701,1039.1929,904.4275
176,1373.6445,369.48413,1369.8988,355.33923,1367.232,357.73627,1320.966,350.55527,1338.6965,364.1468,1264.6631,425.49664,1282.1528,436.8319,1251.3169,546.9448,1235.0856,565.32074,1340.4807,606.85626,1316.9391,618.86945,1133.1134,625.55,1176.0172,628.8186,1093.5948,758.086,1310.2706,771.56305,917.8123,895.90594,1254.1597,921.53784
177,1363.1498,365.32144,1357.2551,352.27057,1354.9457,354.38986,1312.0482,346.50577,1329.9332,359.65515,1258.8395,419.24432,1280.0966,429.7294,1249.044,534.5746,1239.2993,556.72375,1342.4963,610.74084,1308.1915,625.93463,1126.2858,621.7651,1170.4501,625.0584,1094.8746,750.5451,1318.5469,757.12335,920.15405,903.75366,1256.0974,910.5954
178,1362.4373,361.14624,1360.5148,345.38837,1349.608,349.32193,1320.2289,337.12497,1314.553,354.95132,1255.791,417.92783,1275.8245,425.36993,1222.4373,539.828,1236.6881,547.5022,1307.6217,611.1359,1302.5394,626.17224,1127.2325,618.64606,1171.2402,619.2095,1085.8569,762.1678,1307.6412,766.79205,906.3574,903.68353,1251.3505,916.0285
179,1352.1094,356.91174,1349.5244,344.62088,1342.1307,344.54425,1306.9885,339.4304,1308.5857,347.8581,1244.4808,412.2607,1261.9513,421.77863,1220.0698,528.96906,1223.1815,549.4247,1283.337,608.1808,1273.6204,624.661,1126.4341,616.28485,1166.9742,620.84094,1093.8983,742.84406,1311.4574,757.11676,922.65765,904.14703,1261.1919,927.5233
180,1332.1731,353.5463,1329.9237,340.90213,1321.3685,340.69592,1289.4103,334.43576,1289.3016,342.77695,1229.7917,409.5768,1247.6843,418.97702,1209.3048,526.70435,1210.0465,551.79016,1279.957,607.01587,1259.1819,636.9369,1120.4716,623.21545,1163.264,627.8602,1090.2156,751.97186,1316.8016,766.0488,906.73425,911.59186,1263.2018,936.7412
181,1315.9954,337.3964,1316.4309,323.88925,1302.6189,324.69287,1282.4497,322.5491,1271.5223,332.3713,1217.7249,411.39096,1239.4237,412.5077,1187.9293,545.9921,1199.5018,547.10803,1265.9967,621.5472,1249.9198,635.0565,1108.8494,626.6312,1153.2731,628.8426,1085.7085,758.41205,1316.335,772.5762,892.4794,904.54285,1259.0432,935.03503
182,1305.5823,341.8818,1300.8516,323.6099,1293.0562,326.33453,1269.6061,323.18713,1258.5522,335.86707,1240.6417,403.84323,1208.8268,408.36194,1210.786,538.00775,1182.7753,544.1927,1264.1935,626.6147,1225.9823,642.95197,1157.3683,619.7326,1109.9429,621.29626,1290.9023,757.296,1091.1384,763.3893,1253.334,906.1394,888.0162,918.9005
183,1293.7255,342.14532,1290.5209,325.82455,1280.018,328.23972,1260.7274,328.16043,1244.2095,340.17197,1229.824,410.60715,1195.7305,412.26288,1202.1919,538.032,1166.8173,539.94525,1252.182,622.0126,1210.1737,637.73016,1142.8751,624.4071,1104.288,624.71796,1242.3184,752.25604,1117.5205,753.45575,1192.0284,915.45984,959.0083,921.1254
184,1265.2319,336.8275,1259.6707,318.23145,1252.0034,322.9899,1227.9043,321.1322,1218.4083,337.4124,1199.2365,405.81345,1177.886,409.88443,1166.6104,535.05066,1150.3636,532.1534,1214.5507,616.9092,1182.0812,637.68176,1139.826,627.1629,1097.2168,630.3503,1275.8438,761.04333,1066.5906,772.20746,1270.0887,908.662,873.3117,928.13416
185,1256.3829,342.35947,1253.6575,332.22736,1248.1938,330.31635,1218.5834,333.45532,1218.065,333.9818,1183.3228,411.2221,1165.5321,407.38065,1178.8861,530.46436,1130.136,533.8341,1206.5667,621.8052,1172.9578,643.3627,1096.2288,630.7066,1114.3306,629.08856,1070.9432,767.19055,1264.1001,764.097,913.035,923.9012,1244.8264,928.3696
186,1231.3843,330.24985,1230.2012,317.43524,1218.2432,316.80124,1198.6594,321.44815,1181.3118,326.02853,1169.7358,401.16632,1135.6425,406.26227,1160.2489,525.78925,1108.431,541.2895,1208.386,624.427,1145.9696,641.63916,1113.9453,621.02856,1096.7693,624.85876,1146.6423,765.0456,1169.7708,767.2832,1058.2758,914.9359,1100.8805,919.12646
