frame,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16
77,950.82007,313.39664,958.96533,300.26166,936.5805,300.5983,955.4219,312.87927,891.7747,314.2414,951.88336,391.51202,833.33826,401.12167,964.78876,507.66,823.762,534.5048,941.031,597.68097,877.126,619.53314,905.9326,568.98785,811.41376,574.9994,962.39246,708.3593,784.85376,722.5097,981.94965,869.7953,742.3317,892.79095
78,932.8773,331.71637,944.3777,318.2301,918.35547,319.96228,954.7363,325.17493,880.4255,327.97897,952.28546,396.49258,836.972,409.38986,966.0839,504.9926,839.17114,535.09705,942.0586,604.46356,884.8239,625.1988,907.4735,577.7847,817.286,586.2367,956.73,716.30444,788.40985,743.8039,970.71735,871.04407,751.9884,916.5596
79,934.90894,335.78357,944.3414,321.77133,918.36456,323.53665,953.6356,328.55386,877.6094,333.1131,952.2072,401.03705,838.04974,411.14008,964.62067,509.89474,842.14526,538.4787,947.7908,602.2156,885.2089,628.9823,905.6598,575.4622,816.2461,580.76624,965.5901,710.20953,802.6388,722.15607,969.7953,876.236,756.2848,895.23236
80,938.7012,343.3635,947.7572,329.24203,923.062,331.57428,955.355,334.34665,882.582,339.7666,953.2301,402.94016,839.9424,417.71814,963.9291,506.98575,844.9031,544.1426,951.36957,607.097,888.34186,636.4466,908.2141,581.9638,819.16223,589.8577,964.00806,716.38696,797.1971,733.8435,974.1816,875.8442,754.761,902.1332
81,941.79736,334.57086,950.9129,320.17868,925.8003,322.72546,957.97485,327.09473,885.7109,332.77826,956.9164,401.99188,841.7901,415.22003,963.1767,513.6219,844.13513,546.5239,952.8018,612.3025,888.2494,640.03424,913.68256,588.7942,823.6108,596.13544,967.45953,721.4734,799.3594,736.38043,980.3908,877.0192,758.8149,899.63165
82,939.9026,337.0951,949.4661,322.18195,924.19196,324.90125,957.17126,326.33627,884.74536,332.31088,953.78705,399.58173,840.57153,411.86563,964.7511,512.47797,842.77155,540.54083,955.5326,608.7757,887.95807,634.3676,905.5001,587.6902,816.8442,595.90704,965.6265,719.66,801.0218,741.66675,981.882,874.19037,759.8967,908.74036
83,951.3778,324.3438,957.8927,310.19684,935.68146,313.2703,958.17267,319.39886,889.36475,325.97836,953.6921,397.176,838.7099,411.02448,969.3118,509.37634,841.6366,539.66144,957.8044,610.1816,887.6801,635.10095,906.0542,587.06384,816.4076,595.99243,962.66205,723.507,798.4561,746.97144,977.23615,872.97864,755.1228,907.069
84,947.2235,314.5347,952.86884,301.41132,933.4435,303.9246,951.28986,312.7609,890.3295,317.7506,952.88367,389.30634,836.6183,404.8516,971.45734,497.38605,835.9952,535.2895,951.0563,591.90656,885.0601,624.606,913.4186,580.85065,823.66003,590.1629,962.0627,724.54144,799.3956,747.8681,974.65686,876.2576,759.2244,910.45795
85,939.3236,314.72427,947.55304,301.81174,926.6505,302.91782,951.40796,312.1939,891.6508,313.41397,953.7955,388.80362,840.2005,396.0383,964.56976,501.74734,826.3288,525.5153,944.983,586.79114,885.5618,614.3931,918.4225,576.7251,830.33136,583.38666,966.39496,710.13983,802.21606,731.88153,973.054,871.8353,756.434,908.43665
86,949.15466,306.96304,955.28925,293.61484,935.6096,294.84732,948.40137,307.5231,893.1804,310.7758,953.3064,387.52524,834.9879,398.72726,976.64667,504.45108,815.0288,531.52795,953.1226,579.6231,881.149,602.9535,923.27655,565.7738,830.77203,574.0241,968.89984,706.4192,806.6044,727.2596,988.29803,874.8935,766.4746,904.06226
87,952.3246,310.83447,956.9682,296.63644,938.94257,298.50763,948.7147,306.72968,896.2709,311.39044,958.7403,383.84518,834.28986,394.20648,981.19135,500.1383,812.04987,522.3283,940.19336,569.69684,874.6657,590.60583,924.4878,575.42834,828.46967,582.34283,967.79395,704.87396,806.4557,721.2719,987.0149,881.12,771.4023,903.32117
88,957.2432,289.6794,960.58136,275.71228,942.6308,278.19968,954.4235,291.81113,895.2796,294.71384,965.547,373.82977,833.58,379.5391,988.0891,490.16602,804.9017,504.5006,963.01965,575.0221,866.25354,575.1608,937.5162,567.4407,838.2492,573.81464,962.75995,698.73834,800.40125,714.7155,977.0301,884.8027,767.2833,896.54944
89,959.14966,288.1896,959.55566,273.70834,945.61,276.17078,948.0147,288.32263,898.6824,291.87552,958.9338,372.7014,834.2729,372.93118,984.0746,489.77695,790.0999,488.24097,957.4849,563.6694,852.9051,555.17755,939.26556,572.31635,846.5254,576.0044,961.05707,700.813,808.39087,710.948,980.4452,890.42377,770.2006,893.71735
90,948.8066,290.89517,952.03076,277.10193,936.7951,278.4368,944.80646,288.95862,895.0236,289.76047,957.5264,369.94968,830.2317,371.33606,982.6573,482.1638,791.7836,484.15195,959.3606,564.0511,852.84705,550.4282,934.8062,577.6555,841.06665,581.40546,957.55084,718.03735,802.4634,726.49536,982.756,893.52264,776.5781,896.32605
91,943.97394,291.06946,947.73254,277.48462,931.2259,278.86438,942.79614,290.39282,889.9561,291.81882,956.9447,373.63608,827.8471,375.20737,982.68896,488.66806,788.56665,488.3535,953.5458,571.11884,842.24817,552.8615,932.5432,577.73395,837.9872,581.5371,961.8188,722.9356,807.31934,733.0386,980.3861,894.9934,776.1839,901.79285
92,940.00916,290.25085,947.02924,276.34827,926.32184,278.16803,949.43884,287.75064,889.6548,290.262,962.33,371.54288,832.6419,373.37558,980.8028,484.27835,790.62506,483.92706,949.1926,568.0761,849.1079,554.7366,932.1396,576.1117,837.2197,580.279,962.5232,727.19135,808.4241,740.4549,981.5863,894.5234,778.1823,907.8774
93,934.537,294.29745,941.3696,280.46506,921.29956,281.37875,943.70514,292.20032,886.53955,292.53928,961.61395,378.36795,825.30615,372.59903,979.8542,489.96326,767.3581,468.50116,945.49036,571.7055,824.8384,534.13165,932.4822,587.9638,835.1713,589.0316,961.1953,734.5534,808.11426,740.5578,981.47797,899.35187,779.4969,899.46356
94,942.6274,303.8119,944.07355,290.2846,931.4782,291.50208,935.7061,301.359,892.73895,302.2219,954.1661,381.2711,825.9714,376.6539,983.4608,489.2256,772.62616,472.28476,945.0949,559.24426,824.55347,536.82556,929.9392,587.5069,837.5398,589.3903,960.76215,733.15173,816.17236,742.73914,981.03485,899.06915,781.4151,905.2275
95,932.38666,321.54074,937.98834,308.76242,923.1385,308.38342,938.5878,314.48053,894.4025,311.85965,959.2965,385.28284,829.0824,378.8303,983.1757,489.7382,772.9805,472.94128,946.7188,564.86804,825.7596,542.48456,930.22925,589.33527,836.4926,590.1437,964.7734,740.44574,813.17255,748.1322,986.0664,905.28485,784.32025,912.70935
96,946.8836,297.6687,954.69586,283.77313,932.44006,285.03586,957.30707,295.9287,893.7298,296.99808,966.13916,381.58487,831.8876,380.10416,980.62115,484.178,778.4643,481.4869,947.9543,560.89734,842.27,558.0418,930.8491,587.653,833.97424,591.13306,964.5105,736.02527,810.5936,748.9598,980.7056,903.24115,780.3781,916.49713
97,939.43805,296.46622,950.2749,283.38232,925.3717,283.79984,960.3827,298.47577,895.1195,297.9915,969.2842,387.82886,837.8972,376.1184,978.0367,495.95584,767.65875,463.79123,946.5444,572.2336,821.11945,538.6026,927.5429,584.692,832.5214,584.2711,968.5408,724.2535,815.49207,733.32294,987.1879,903.7068,782.40216,914.2973
98,939.02515,303.34543,947.5328,290.65564,927.07837,291.2282,954.05865,304.77405,899.00085,304.66574,967.35974,388.9778,840.66394,378.13092,979.5703,497.73495,772.25995,464.2696,943.35815,576.6608,817.9876,538.7492,929.23596,584.7779,836.8446,584.081,965.6686,728.4876,814.46747,736.96893,989.2601,906.2454,780.6411,915.51074
99,945.9119,308.88092,952.4471,295.02127,932.9068,296.81244,955.273,307.63742,901.063,309.8095,969.3512,391.12463,838.8879,382.8968,982.04083,496.4879,775.0336,471.8618,949.73126,577.6809,839.3945,553.8503,932.58234,595.8328,837.95636,596.67737,964.5203,725.13763,813.8051,734.9449,983.95624,908.47485,779.69696,917.25183
100,950.1782,304.32858,955.5103,290.4343,935.29706,292.55615,955.994,306.34116,897.3435,308.9926,968.88544,397.9273,834.05475,384.37228,981.27454,507.60822,770.4026,467.9164,943.1531,583.9634,840.03424,550.6344,932.7473,599.5576,835.61224,598.44604,962.28174,736.6705,813.2773,743.82623,982.4728,912.2569,778.54895,915.9818
101,952.94476,304.88937,957.53217,290.9861,938.37634,292.72,954.73773,308.62335,898.7531,308.82108,969.93054,399.26727,830.9171,385.0169,979.1227,511.71606,768.57825,477.09415,946.2378,587.2984,846.5373,560.91833,937.2781,606.60046,835.901,606.62274,963.9862,734.31506,810.908,744.001,980.08856,913.92426,774.8592,918.39514
102,937.2084,311.9202,946.67474,298.2532,922.3837,299.7945,955.62036,312.94052,890.59515,314.16705,966.6632,405.15015,835.05145,390.2345,975.2677,518.0303,779.8308,478.52032,939.6297,584.5827,851.7798,562.60736,927.8634,605.6303,832.0903,604.2883,961.26404,737.9942,810.9348,748.2697,984.0846,907.9659,780.9038,921.90216
103,953.56915,325.87766,958.7156,312.5618,940.308,312.94913,952.9459,326.11047,901.1849,326.21704,965.06964,410.76993,835.80566,395.95844,981.05145,519.6913,772.7025,474.91837,940.6683,586.02844,842.55304,549.7024,934.2629,601.899,838.17413,600.02527,967.3563,728.24945,819.605,732.21643,990.5781,913.27277,786.5261,914.54663
104,957.84564,319.40195,962.04254,305.68903,943.8311,307.19724,959.1058,321.39084,904.05524,321.0175,972.3071,406.8104,834.7554,390.2167,982.2087,515.4976,767.033,474.01285,945.9987,588.16364,838.6745,550.8959,937.3261,599.4941,836.41644,598.5901,969.993,736.81,814.41724,745.38336,987.77075,915.80096,776.32855,919.7641
105,956.2528,323.22064,961.7218,309.46768,943.07196,311.3293,959.48004,325.55624,907.2092,325.9887,971.3743,412.00882,839.7854,397.23596,982.24884,518.0572,770.9757,485.61063,953.5661,583.91235,850.34033,571.8653,934.6518,604.2867,837.66156,604.39557,967.394,739.20013,814.36395,750.6726,994.3325,915.32544,777.94226,924.48047
106,957.7797,349.86066,961.749,334.31824,943.6841,336.81003,960.8326,340.16428,905.0567,341.89542,974.8506,414.21616,836.2445,397.7886,985.4889,519.86365,757.5062,474.52325,946.7393,584.53064,826.03827,542.84485,940.2388,602.2468,839.4872,602.32715,970.17004,727.13824,818.8081,740.241,989.7706,912.9036,785.0063,923.1738
107,958.71497,344.2663,963.6698,328.10318,942.4413,331.1775,964.9854,334.54102,901.80383,339.29053,975.5354,415.79794,836.79736,403.88492,986.4687,519.34344,762.2829,482.35724,949.3209,586.7041,830.68396,556.1022,937.86755,614.98126,838.3037,615.92267,977.32495,731.55945,823.59985,744.1599,988.96185,914.352,783.30597,926.04785
108,951.1232,358.6951,960.97217,343.30627,936.0189,344.24982,968.5426,349.00928,900.3975,347.58334,978.4461,425.9321,834.3408,410.30936,981.78534,530.56964,745.76276,487.59018,947.54114,594.5729,806.7287,540.56134,938.97534,616.3473,835.51196,617.35333,977.2508,727.18585,818.65466,742.09357,989.62964,911.24347,786.82434,926.1885
109,954.31586,359.57303,963.09235,345.16812,941.2973,345.2827,967.531,350.86285,907.57874,347.77597,981.1932,423.6222,838.10455,412.6169,989.97205,518.1656,754.00964,491.071,954.01666,586.971,812.59393,549.5755,944.0104,624.1474,841.3704,626.0202,982.1269,734.1383,819.562,748.08606,992.76013,914.51514,785.781,928.08624
110,968.886,353.7376,976.5529,339.28107,954.79193,339.3253,977.3115,347.55212,914.8829,343.92062,984.442,425.3964,841.6126,412.37598,989.55914,524.13245,763.05176,499.94128,953.7988,594.71234,837.3871,577.7568,945.4354,624.4864,842.4306,626.1817,984.8108,738.4188,822.6308,753.3567,992.996,914.4461,784.3649,929.48
111,985.3792,347.2818,990.3829,332.81415,971.9771,334.12216,985.33435,343.97003,930.7098,343.0557,991.88837,424.00964,851.4639,411.02823,996.07654,523.9224,763.4717,495.50623,953.21484,589.1444,834.23016,574.15576,947.54083,618.2966,845.8629,619.94073,981.47046,745.53296,819.8326,762.96,998.47345,915.8853,777.375,933.7325
112,989.7664,348.8901,995.02264,333.26816,973.71594,335.63187,994.32935,343.49222,933.7475,346.35352,998.40295,430.38876,861.6185,412.1391,993.8269,534.11755,771.23987,491.02075,951.12585,591.3503,853.3903,580.4971,950.9654,626.05005,852.5125,624.71704,987.89685,746.7462,834.8229,759.4607,989.09216,921.53674,780.44275,937.9507
113,993.0665,347.23764,997.4412,332.93564,980.1935,335.38403,993.33673,347.85883,946.90857,350.1849,1005.20874,430.25473,867.62317,418.75967,1004.4796,527.3473,775.98694,505.0538,964.5259,588.774,865.1119,588.2603,954.1787,623.15906,855.5007,624.76886,986.87256,746.6699,834.7617,763.0005,992.3299,917.7501,781.9888,934.23834
114,1006.6161,354.31924,1009.5896,340.6727,995.2925,342.48032,1001.37744,356.3388,960.8165,356.69238,1010.05634,436.26077,873.8332,419.10104,1010.2165,531.3878,775.43945,497.6069,966.3164,588.68616,864.7286,588.39734,954.2864,623.4895,856.0853,623.28754,987.32416,749.94507,834.0861,766.4874,998.2202,919.29114,780.7586,938.11084
115,1007.6208,355.94073,1012.1519,342.87396,995.2369,344.31155,1008.2216,357.8123,961.47144,358.4339,1011.1335,434.63873,882.72784,416.23236,1008.41223,524.42914,782.1021,485.48245,976.864,585.1818,862.1368,568.04224,951.78845,602.03906,858.3858,600.8195,994.7089,734.84125,843.8185,748.2981,996.86975,914.6845,780.6121,930.15314
116,1029.1825,358.0371,1032.8684,345.0511,1016.8387,345.17297,1023.16205,359.66705,975.64624,356.88602,1017.6156,436.47208,888.07196,414.4087,1013.4807,525.19684,784.0893,484.18726,980.8631,584.02954,867.46783,569.4928,953.9887,602.96466,859.88873,600.38367,998.9737,734.4729,846.4333,744.1822,1001.0307,918.7335,785.9277,928.6544
117,1038.6471,360.6038,1040.1604,347.6954,1026.2571,347.6618,1027.9706,364.4211,982.3038,360.59363,1028.5167,442.3277,889.0714,422.62592,1027.7113,533.4927,791.1359,499.41934,983.1676,592.9512,886.2481,587.80835,975.1699,621.3422,874.05505,621.6318,1025.6392,741.29047,857.4985,763.2596,1006.3795,908.1805,778.5138,939.28253
118,1049.1469,355.81686,1052.7766,342.34363,1036.2001,342.82288,1036.8889,356.14005,993.0727,356.52658,1033.0658,439.87054,908.6681,416.3867,1018.95703,545.6824,806.3267,477.30518,991.35504,599.3542,870.39056,554.43365,977.5445,623.0885,881.0274,618.9742,1025.6404,767.5232,859.23376,775.56995,1033.1107,923.17737,782.49817,937.7994
119,1027.8326,398.30026,1035.8053,385.14316,1016.8294,384.84485,1035.3964,388.35333,984.11707,387.11737,1034.5112,447.19556,907.0239,432.7621,1027.4897,532.87415,820.09515,499.8094,1012.4526,583.23804,898.1314,586.2116,982.8576,612.9526,880.477,614.6932,1064.0043,740.1464,871.26984,764.1909,1063.8137,890.21326,785.2797,936.54236
120,1055.546,393.07895,1059.0326,375.24573,1038.6245,380.23315,1059.6749,382.52335,1001.37146,390.81604,1056.7452,460.39838,921.9269,438.01016,1043.8279,560.6856,821.04144,508.36792,1008.6209,605.01013,929.26886,603.6449,993.43176,624.1444,888.3043,625.55194,1091.4788,737.7845,885.6663,763.464,1104.1115,910.8803,789.7643,948.1498
121,1063.5399,422.15994,1068.2906,403.74728,1048.7853,409.19754,1067.0814,399.9824,1012.8508,408.30243,1059.731,454.8567,932.06494,443.8538,1053.6418,529.2552,823.2116,510.18054,1033.957,573.0919,928.39185,599.65466,997.8981,610.8878,895.65857,618.48987,1092.3362,715.4687,878.27527,753.81757,1132.3844,900.1824,799.40076,950.28424
122,1082.1826,420.93753,1086.551,400.66574,1066.4495,407.64038,1085.2131,399.10007,1031.2915,409.19193,1070.1199,463.747,947.8587,438.2462,1068.0311,533.1722,828.42267,494.32886,1076.5542,537.03424,966.7823,618.9211,1007.564,618.534,906.11206,622.99384,1115.5007,713.79877,884.90753,751.30835,1191.0421,903.8096,803.43115,955.572
123,1098.947,439.28577,1100.1427,421.67645,1089.0393,425.33884,1092.5396,416.10205,1058.6941,421.59485,1077.7228,470.37314,970.75543,442.76495,1084.0565,549.66907,864.9381,506.97574,1103.1702,551.10175,974.1369,611.39545,1007.48145,607.93494,913.60803,606.9194,1136.9121,745.9706,894.77423,761.88904,1217.8654,924.82733,800.6953,949.2878
124,1140.6377,409.02155,1146.8027,392.28433,1127.3345,395.36407,1145.0768,401.4832,1091.3905,404.51605,1132.9047,478.98807,1005.29443,457.15466,1115.101,571.98596,917.65704,521.52795,1091.2749,626.6773,1002.6001,613.73914,1055.4501,655.45514,946.2019,654.25775,1167.7954,774.48175,894.3362,790.7571,1231.348,923.27936,798.1538,947.1055
125,1168.9276,410.4006,1173.6638,394.74664,1158.6008,396.43845,1163.9484,406.44986,1122.3907,405.52542,1155.3353,478.0415,1020.2579,455.1312,1149.748,571.1759,929.78723,531.0638,1131.338,617.59094,1035.9132,616.1574,1062.3995,644.9493,946.69885,642.8914,1174.656,773.04,891.82324,787.2563,1241.2292,920.07605,797.97986,937.2755
126,1193.8075,415.25943,1195.0111,399.723,1183.1676,402.13864,1178.4614,405.6515,1141.3772,411.2698,1161.4879,467.4864,1067.4412,470.83035,1178.8716,556.0983,1044.5916,574.5859,1179.4844,601.65247,1096.9901,632.4189,1065.3743,628.1486,972.5742,630.24524,1196.5854,774.5959,916.76666,785.66956,1257.4451,928.22046,793.9918,940.99384
127,1227.0298,422.56732,1227.6963,402.55966,1212.2378,409.99603,1218.6716,404.10718,1174.4894,424.0937,1213.0494,471.0909,1097.645,488.57703,1236.7227,570.8451,1066.9238,611.92365,1248.7123,592.98444,1159.7719,631.6891,1090.3477,633.4692,986.4947,640.69684,1219.9669,770.6928,943.502,787.7304,1263.7719,930.2635,810.7647,942.4852
128,1244.846,443.21432,1239.4326,422.32242,1232.7635,431.72214,1215.005,415.69083,1194.0056,441.6502,1203.4878,462.08862,1120.0364,499.7537,1233.1719,534.6275,1104.3837,621.958,1280.82,565.88556,1192.5175,636.74817,1091.1011,635.8686,1004.8688,651.46515,1236.4138,754.83093,959.7711,780.80695,1284.2963,927.3878,805.3391,946.62067
129,1266.0079,446.9549,1267.8317,427.96967,1256.8451,431.80585,1236.463,419.1926,1219.6527,432.46344,1179.3171,482.98517,1162.492,487.45267,1172.6451,610.6276,1162.1664,619.1593,1282.355,607.0417,1258.8398,631.0148,1067.9271,655.4086,1030.2466,660.3525,1198.6581,756.29706,1014.29266,777.67664,1225.5447,910.2263,884.5223,949.7472
130,1287.2468,459.571,1286.6785,446.1627,1278.8894,446.8051,1247.8821,431.48633,1245.1644,437.9188,1184.497,485.5579,1197.5885,501.00513,1219.8838,586.33966,1214.4368,635.34924,1327.3557,585.4364,1292.014,624.9925,1044.5823,678.8184,1087.2499,684.9303,1007.77,751.5632,1255.0902,759.4172,859.1589,915.81433,1269.2058,925.4403
131,1319.0763,462.49567,1313.0317,441.4598,1307.8074,452.352,1284.3009,424.09048,1266.321,454.66077,1262.6538,442.34796,1208.2328,517.1648,1339.2699,479.20605,1265.1973,652.8668,1420.2352,545.2039,1336.6094,635.6241,1110.6337,620.3668,1045.5803,645.2333,1239.5204,761.23303,1006.489,800.8144,1237.9036,911.75977,834.89764,943.2233
132,1324.4836,503.22815,1321.4355,489.4326,1319.2987,496.90854,1289.9429,451.68698,1297.4929,476.28995,1253.006,446.7196,1248.5577,523.04956,1353.7826,456.76602,1310.5854,644.35406,1468.6564,519.7533,1419.5105,619.13104,1070.9541,607.29364,1108.4604,634.9182,1000.56213,731.41907,1266.9567,784.28894,832.0805,877.4744,1281.0269,938.8898
133,1359.868,480.85852,1348.027,459.58954,1346.6067,469.50998,1306.3232,438.16214,1301.8502,467.50937,1287.0657,452.37973,1247.5408,518.8191,1383.4146,462.63574,1339.4604,618.21643,1507.9414,509.05783,1439.4679,603.59924,1134.9474,623.77814,1075.5668,643.7238,1261.6759,767.9092,1006.141,788.4285,1269.9705,915.9556,804.8015,913.7772
134,1368.5062,497.65076,1362.8206,481.22162,1360.9431,486.62805,1323.7323,457.795,1331.5018,477.1245,1282.3953,463.82895,1282.2639,528.7455,1359.5603,471.5279,1356.7399,637.826,1504.3188,505.40726,1462.387,590.2458,1097.1804,642.21045,1095.5222,659.8154,1111.3623,764.60156,1114.4601,786.11395,986.99255,912.95807,980.94434,923.1039
135,1391.4635,485.63324,1384.2731,462.7827,1379.6941,476.25778,1351.3042,442.6517,1341.5273,480.1767,1321.9619,454.54715,1288.8369,539.0019,1398.0978,464.07,1364.1498,656.0353,1512.0161,520.1098,1466.4424,626.3878,1137.1805,612.9062,1082.9656,638.46796,1252.9406,749.89307,1013.7887,786.13574,1254.2648,904.64685,809.1167,923.22546
136,1388.7294,489.0196,1381.1198,473.45255,1382.4237,478.41266,1339.1229,457.962,1345.2377,476.88345,1313.5435,469.21097,1286.5944,520.44946,1408.4719,472.57553,1351.5342,625.4003,1528.5084,507.70386,1483.0623,608.64294,1158.7804,621.1982,1125.3739,632.8069,1250.4718,719.8999,1132.8956,717.8273,1234.793,902.79877,1021.03326,872.4243
137,1395.7142,502.8088,1392.7806,487.23068,1388.8455,493.42642,1361.8422,457.99567,1362.5548,479.78256,1325.5989,463.4643,1304.1093,534.25214,1404.8987,468.8529,1351.59,658.7758,1513.1791,516.2007,1457.6732,632.9169,1113.3539,634.93384,1121.1926,653.5091,1085.36,763.22485,1230.8049,783.3118,920.121,913.5467,1165.1466,920.00006
138,1396.1604,499.15103,1391.4177,479.3618,1391.7964,488.04474,1362.0648,450.94595,1373.1016,477.38672,1338.7189,453.45895,1313.7765,527.01117,1409.1318,478.49057,1364.2249,658.34326,1524.6926,534.2785,1463.8008,632.03406,1146.034,623.7011,1108.8068,644.58746,1231.5405,744.6566,1070.6588,776.5212,1187.2932,889.0305,886.8902,911.419
139,1409.3851,500.10773,1400.3921,477.94913,1402.0591,486.35248,1360.0443,449.52704,1372.6361,475.29492,1325.4181,470.90332,1313.5839,516.3483,1366.5308,540.3183,1345.807,644.4531,1489.1876,568.58057,1445.9319,631.447,1160.2456,623.93005,1122.3325,636.6169,1289.5598,754.0955,1064.0568,775.01697,1275.7466,894.5649,836.454,909.11847
140,1426.2682,501.85358,1419.6696,481.1113,1416.2644,489.42508,1389.7131,452.96854,1377.561,477.83212,1366.7704,462.5944,1312.6963,522.0323,1447.7954,501.62924,1361.5884,646.48315,1547.7682,548.80133,1453.0338,636.5396,1182.7737,608.0416,1118.7562,624.5627,1301.2054,743.9035,1061.2504,774.9454,1268.6082,885.71765,841.665,912.27136
141,1432.4626,503.66602,1426.2363,484.8414,1425.2911,491.70538,1391.964,455.60947,1385.7057,477.41293,1368.2589,455.94974,1319.6129,522.9018,1468.7867,481.24063,1380.1007,649.67096,1562.646,566.85236,1485.9839,631.40094,1168.6188,603.9303,1120.7017,620.3289,1237.9161,739.3513,1100.2311,768.1061,1156.0142,902.9252,922.4977,923.16925
142,1428.4823,501.97653,1423.26,483.8663,1422.7812,489.4431,1388.2522,456.2179,1392.6208,475.33624,1360.1332,463.2686,1327.7175,524.4971,1444.376,496.27106,1373.2622,652.16943,1563.4589,556.1442,1471.0074,635.98566,1166.7457,630.2283,1131.5895,646.56177,1234.4664,740.4981,1116.5189,769.13605,1149.8805,894.926,937.1442,919.0892
143,1439.2137,492.17984,1430.6521,470.79684,1428.5204,479.53665,1392.4193,449.75128,1388.4076,476.323,1362.1232,475.108,1328.2358,528.8748,1421.0118,532.2083,1379.6995,658.62933,1545.4443,572.38275,1491.1565,648.4378,1192.9504,621.4251,1140.5226,635.40106,1296.0966,761.0408,1063.404,779.0343,1279.3876,897.8295,844.4169,899.32
144,1433.7887,492.29105,1431.6719,477.39322,1429.8431,484.06522,1385.6337,450.62805,1397.6268,471.68878,1317.7625,463.48892,1348.8839,531.4823,1410.7716,502.54788,1389.6974,660.83276,1534.8109,559.0099,1493.2218,632.70746,1126.1672,595.32776,1182.1471,619.76117,1061.1815,720.98627,1314.6211,784.3418,871.91626,854.3127,1277.754,940.92395
145,1436.9642,501.78738,1430.3599,482.51505,1430.6155,489.6475,1391.4235,456.3597,1400.0243,479.59534,1357.6864,464.79047,1340.1705,532.2239,1434.7614,500.73843,1392.08,663.8684,1561.0085,557.04846,1488.2992,634.7495,1168.6783,625.3182,1138.7826,644.37915,1248.5204,735.61194,1109.3109,766.4991,1178.9125,890.339,916.6874,913.32477
146,1430.695,500.95398,1426.5839,484.84802,1425.0392,490.43234,1389.6165,456.9016,1399.6886,476.97638,1349.5796,470.44666,1341.3125,534.57776,1420.1431,507.7426,1376.5696,666.7262,1543.8949,575.1988,1476.5145,636.1951,1145.8295,640.6937,1159.0005,657.7337,1121.897,737.1793,1242.6901,759.677,950.2553,891.23694,1148.8411,904.6101
147,1430.3566,497.73138,1429.1501,483.68475,1425.486,490.15137,1390.5554,457.7005,1397.0844,476.91348,1328.695,471.50778,1343.4536,535.3503,1411.8201,511.96362,1377.8358,658.6183,1542.7435,564.62317,1477.4293,635.78174,1138.1547,627.993,1181.7297,653.59595,1070.0455,722.94586,1307.8967,790.0479,883.8465,847.6928,1271.8633,938.8069
148,1435.604,491.71674,1433.4623,477.50226,1429.4573,485.40216,1394.8975,453.4173,1398.4222,476.4292,1335.8245,466.38373,1344.2642,539.1566,1425.8959,498.0446,1383.5579,661.6613,1547.2467,555.58777,1488.7877,635.9915,1141.7313,622.6053,1181.7665,652.00464,1070.907,720.7052,1314.2891,795.82855,878.2418,850.1098,1273.819,948.7747
149,1437.4863,492.64636,1435.3518,478.5443,1430.7634,485.12448,1398.6069,453.7483,1399.2026,474.03354,1345.3148,467.18274,1343.3435,536.9627,1435.3586,499.27972,1386.0309,663.54706,1553.3424,560.4192,1487.0452,634.8645,1149.0609,627.341,1181.688,652.72687,1080.4702,724.2811,1310.2249,781.3744,885.76904,869.3401,1269.9211,939.143
150,1440.5625,495.192,1433.6948,478.80396,1436.0635,487.57535,1387.192,448.5944,1407.924,475.55237,1341.0591,456.76917,1353.3544,534.58923,1438.3517,483.86942,1388.4445,661.7406,1544.965,567.59656,1484.7554,631.3254,1141.2826,617.186,1185.9159,641.8297,1069.966,737.8004,1315.3477,784.9106,885.77893,883.0607,1273.4861,927.3045
151,1444.124,499.2605,1436.5989,481.23624,1439.1077,490.4684,1384.2239,446.22052,1412.6381,475.59174,1328.859,457.76312,1363.3923,529.2638,1407.2384,495.9484,1382.7213,658.1131,1539.4622,567.49005,1474.3658,629.3842,1130.9183,613.76416,1193.7236,634.4875,1052.5902,743.807,1323.6423,776.9402,864.93274,890.2931,1282.8344,915.1963
152,1445.7847,501.39716,1438.3031,480.7142,1439.0076,489.38098,1398.7555,452.51688,1410.5664,479.5426,1366.0023,465.72098,1349.8679,531.8969,1427.0565,513.2408,1382.5181,664.76044,1550.3416,565.5166,1476.3243,634.4004,1176.2793,649.1063,1147.2443,668.0816,1245.9338,751.0844,1111.5209,785.9656,1167.7742,892.48096,905.23315,921.6024
153,1447.6111,499.01358,1442.7041,482.25513,1440.223,490.03577,1398.879,449.52374,1415.0122,475.22134,1335.9413,465.39478,1366.994,532.15204,1377.4788,504.26578,1374.843,657.2616,1496.8433,571.5782,1439.4325,640.12213,1140.9484,640.94226,1198.6913,661.84753,1070.3765,760.97534,1325.3812,795.4155,869.13226,891.3503,1273.9656,923.48975
154,1445.7439,499.89413,1440.648,482.78833,1441.2352,491.70016,1394.3179,447.68536,1413.649,474.92334,1338.7192,456.5616,1358.9069,528.98663,1422.5555,500.36087,1372.0134,659.1385,1545.787,578.6107,1458.0448,634.19037,1141.2129,625.73645,1192.7505,651.5316,1076.5209,725.81537,1332.6344,786.1575,880.80585,859.47076,1286.2708,932.2294
